,,DOI,Paper associated ,Author,Affiliation code 1,Afilliation name 1,Affiliation code 2,Affiliation name 2,Corresponding author  ,First author,Afilliation code 3,Affiliation name 3,Country ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.1101/2023.04.24.538140,p7,José Fernando Aguilera,24,"Sustainability Research Center & PhD in Conservation Medicine, Life Science Faculty, Universidad Andrés Bello, República 440, Santiago, Chile",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.1101/2023.04.24.538141,p7,Mario Alvarado-Rybak,25,"Núcleo de Ciencias Aplicadas en Ciencias Veterinarias y Agronómicas, Facultad de
  Medicina Veterinaria y Agrono, Chile",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.1101/2023.04.24.538142,p7,Julio A. Benavides,26,"MIVEGEC, IRD, CNRS, Université de Montpellier, Montpellier, France",N/A,N/A,yes,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030511,p8,Abdelaziz Benhoussa,27,"Biodiversity, Ecology and Genome Laboratory, Faculty of Sciences, Mohammed V University in Rabat,
4 Avenue Ibn Battouta, Rabat 10106, Morocco;",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030509,p8,Fatiha El Mellouli,27,"Biodiversity, Ecology and Genome Laboratory, Faculty of Sciences, Mohammed V University in Rabat,
4 Avenue Ibn Battouta, Rabat 10106, Morocco;",N/A,N/A,yes,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030510,p8,Hamid Rguibi Idrissi,27,"Biodiversity, Ecology and Genome Laboratory, Faculty of Sciences, Mohammed V University in Rabat,
4 Avenue Ibn Battouta, Rabat 10106, Morocco;",70,"Ecole supérieure de Technologie de Lâayoune, Quartier 24 Mars, Lâayoune 3007, Morocco",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030512,p8,Mohamed Mouahid,28,"Mouahid’s Veterinary Clinic, Temara 12000, Morocco",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030513,p8,Alice Fusaro,29,"Istituto Zooprofilattico Sperimentale delle Venezie, 35020 Legnaro, Italy",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030514,p8,Bianca Zecchi,29,"Istituto Zooprofilattico Sperimentale delle Venezie, 35020 Legnaro, Italy",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030515,p8,Edoardo Giussan ,29,"Istituto Zooprofilattico Sperimentale delle Venezie, 35020 Legnaro, Italy",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030516,p8,Elisa Palumbo,29,"Istituto Zooprofilattico Sperimentale delle Venezie, 35020 Legnaro, Italy",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030517,p8,Isabella Monne,29,"Istituto Zooprofilattico Sperimentale delle Venezie, 35020 Legnaro, Italy",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030518,p8,Hasnae Zekhnini ,30,"Immunology and Biodiversity Laboratory, Faculty of Science Ain chock, Hassan II University of Casablanca, Casablanca 20100, Morocco",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.3390/v14030519,p8,Abderrazak El Khantour ,31,"Division of Pharmacy and Veterinary Inputs, Food Safety National Office (ONSSA), Rue Ikhlas Cym,
PB 4509 Akkari, Rabat 10050, Morocco",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002528,p9,Jingfei Wang,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,yes,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002523,p9,Lili Wei,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,no,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002524,p9,Pengfei Wang,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002525,p9,Shida Wang ,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002527,p9,Yongping Jian,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,yes,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002526,p9,Zaisi Liu,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI 10.3389/fmicb.2022.1002522,p9,Zhibin Shi ,32,"State Key Laboratory of Veterinary Biotechnology and National Data Center of Animal Infectious Diseases, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin, China",N/A,N/A,no,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14675 ,p10,Carsten Kirkeby,33,"Department of Veterinary and Animal Sciences, Faculty of Health and Medical Sciences, University of Copenhagen, Frederiksberg, Denmark",N/A,N/A,no,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14676,p10,Michael P. Ward,34,"Sydney School of Veterinary Science, Faculty of Science, The University of Sydney, Sydney, NSW, Australia",N/A,N/A,yes,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,doi: 10.3389/fvets.2022.897763 ,p11,Dae-sung Yoo ,106,"Department of Animal Disease Control and Quarantine, Graduate School of Public Health, Korea University, Seoul, South Korea",48,"Division of Veterinary Epidemiology, Animal and Plant Quarantine Agency, Gimcheon 39660, Korea",no,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,doi: 10.3389/fvets.2022.897764,p11,Byung Chul Chun,106,"Department of Animal Disease Control and Quarantine, Graduate School of Public Health, Korea University, Seoul, South Korea",35,"Department of Preventive Medicine, College of Medicine, Korea University, Seoul, South Korea ",yes,no,36,"Transdisciplinary Major in Learning Health Systems, Department of Healthcare Sciences, Graduate School, Korea University, Seoul, South Korea",#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,doi: 10.3389/fvets.2022.897765,p11,Kwan Hong ,35,"Department of Preventive Medicine, College of Medicine, Korea University, Seoul, South Korea ",36,"Transdisciplinary Major in Learning Health Systems, Department of Healthcare Sciences, Graduate School, Korea University, Seoul, South Korea",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,doi: 10.3389/fvets.2022.897766,p11,Jeehyun Kim ,35,"Department of Preventive Medicine, College of Medicine, Korea University, Seoul, South Korea ",36,"Transdisciplinary Major in Learning Health Systems, Department of Healthcare Sciences, Graduate School, Korea University, Seoul, South Korea",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14724,p12,Billy Bauzile,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14726,p12,Jean-Luc Guérin,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14725,p12,Lisa Fourtun ,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14727,p12,Mathilde C. Paul,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14723,p12,Roxane Delacourt,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14722,p12,Se?bastien Lambert ,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,yes,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14728,p12,Timothée Vergne,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14490,p15,Debapriyo Chakraborty ,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,yes,yes,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14493,p15,Jean-Luc Guerin,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14495,p15,Mathilde C. Paul,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14498,p15,Timothée Vergne,39,"IHAP, Université de Toulouse, INRAE, ENVT, Toulouse, France",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14727,p12,Benoit Durand,40,"Agence Nationale de Se?curite? Sanitaire de l’Alimentation, de l’Environnement et du Travail, Universite? Paris-Est, Maisons-Alfort, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14729,p12,Axelle Scoizec ,41,"Agence Nationale de Se?curite? Sanitaire de l’Alimentation, de l’Environnement et du Travail, Ploufragan, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14728,p12,Mathieu Andraud,41,"Agence Nationale de Se?curite? Sanitaire de l’Alimentation, de l’Environnement et du Travail, Ploufragan, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14730,p12,Sophie Le Bouquin,41,"Agence Nationale de Se?curite? Sanitaire de l’Alimentation, de l’Environnement et du Travail, Ploufragan, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14731,p12,Se?verine Rautureau ,42,"Direction Ge?ne?rale de l’Alimentation, Paris, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://doi.org/10.1186/s13567-023-01183-16,p29,Se?verine Rautureau ,42,"Direction Ge?ne?rale de l’Alimentation, Paris, France ",N/A,N/A,no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14732,p12,Claire Guinat,43,"Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland ",44,"Swiss Institute of Bioinformatics, Lausanne, Switzerland",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14489,p15,Claire Guinat,43,"Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland ",44,"Swiss Institute of Bioinformatics, Lausanne, Switzerland",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOI: 10.1111/tbed.14725,p12,Claire Guinat,43,"Department of Biosystems Science and Engineering, ETH Zurich, Basel, Switzerland ",44,"Swiss Institute of Bioinformatics, Lausanne, Switzerland ",no,no,N/A,N/A,#UNKNOWN!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
